ダウンロード実行日,2026年08月08日現在,件数,6369件
ファンドコード,証券コード,ファンド名,ファンド名（ヨミ）,特定有価証券区分名,特定期1,特定期2,ＥＤＩＮＥＴコード,発行者名
"G03125","","バランスセレクト７０（確定拠出年金向け）","バランスセレクトナナジュウカクテイキョシュツネンキンムケ","内国投資信託受益証券","5月10日","","E12460","野村アセットマネジメント株式会社"
"G03126","","フィデリティ・グローバル・エクイティ・オープン　Ｂ（為替ヘッジなし）（確定拠出年金向け）","フィデリティグローバルエクイティオープン　ビーカワセヘッジナシ　カクテイキョシュツネンキンムケ","内国投資信託受益証券","7月31日","","E12481","フィデリティ投信株式会社"
"G03128","","三菱ＵＦＪ　＜ＤＣ＞ターゲット・イヤー　ファンド　２０３０／２０４０","ミツビシユーエフジェイディーシーターゲットイヤーファンドニーゼロサンゼロニーゼロヨンゼロ","内国投資信託受益証券","2月14日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G03129","","＜ＤＣ＞日本株スタイル・ミックス・ファンド","ディーシーニホンカブスタイルミックスファンド","内国投資信託受益証券","6月10日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G03130","","＜ＤＣ＞インデックスファンド２２５","ディーシーインデックスファンドニイニイゴ","内国投資信託受益証券","5月22日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G03132","","ＤＣニッセイグローバルアクティブ株式","ディーシーニッセイグローバルアクティブカブシキ","内国投資信託受益証券","12月20日","","E12453","ニッセイアセットマネジメント株式会社"
"G03143","","ＤＣ・ダイワ・バリュー株・オープン","ディーシーダイワバリューカブオープン","内国投資信託受益証券","3月9日","9月9日","E06748","大和アセットマネジメント株式会社"
"G03144","","明治安田ＤＣ日本株式リサーチオープン","メイジヤスダディーシーニホンカブシキリサーチオープン","内国投資信託受益証券","11月29日","","E12448","明治安田アセットマネジメント株式会社"
"G03145","","明治安田ＤＣ日本債券オープン","メイジヤスダディーシーニホンサイケンオープン","内国投資信託受益証券","11月29日","","E12448","明治安田アセットマネジメント株式会社"
"G03146","","明治安田ＤＣグローバルバランスオープン","メイジヤスダディーシーグローバルバランスオープン","内国投資信託受益証券","11月29日","","E12448","明治安田アセットマネジメント株式会社"
"G03147","","明治安田ＤＣハートフルライフ（プラン３０）　明治安田ＤＣハートフルライフ（プラン５０）　明治安田ＤＣハートフルライフ（プラン７０）","メイジヤスダディーシーハートフルライフプランサンジュウ　メイジヤスダディーシーハートフルライフプランゴジュウ　メイジヤスダディーシーハートフルライフプランナナジュウ","内国投資信託受益証券","11月29日","","E12448","明治安田アセットマネジメント株式会社"
"G03148","","明治安田ＤＣ外国株式リサーチオープン","メイジヤスダディーシーガイコクカブシキリサーチオープン","内国投資信託受益証券","11月29日","","E12448","明治安田アセットマネジメント株式会社"
"G03149","","明治安田ＤＣ外国債券オープン","メイジヤスダディーシーガイコクサイケンオープン","内国投資信託受益証券","11月29日","","E12448","明治安田アセットマネジメント株式会社"
"G03154","","ＤＣニッセイバランスアクティブ","ディーシーニッセイバランスアクティブ","内国投資信託受益証券","3月20日","9月20日","E12453","ニッセイアセットマネジメント株式会社"
"G03155","","ＤＣニッセイ国内債券インデックス","ディーシーニッセイコクナイサイケンインデックス","内国投資信託受益証券","2月20日","","E12453","ニッセイアセットマネジメント株式会社"
"G03156","","ＤＣニッセイグローバルバランス（債券重視型）／ＤＣニッセイグローバルバランス（標　準　型）／ＤＣニッセイグローバルバランス（株式重視型）","ディーシーニッセイグローバルバランスサイケンジュウシガタ　ディーシーニッセイグローバルバランスヒョウジュンガタ　ディーシーニッセイグローバルバランスカブシキジュウシガタ","内国投資信託受益証券","12月20日","","E12453","ニッセイアセットマネジメント株式会社"
"G03159","","ＤＣ・ダイワ・ジャパン・オープン（確定拠出年金専用ファンド）","ディーシーダイワジャパンオープンカクテイキョシュツネンキンセンヨウファンド","内国投資信託受益証券","4月24日","","E06748","大和アセットマネジメント株式会社"
"G03160","","いちよしグロース１","イチヨシグロースワン","内国投資信託受益証券","12月20日","","E13343","ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社"
"G03161","","三菱ＵＦＪ　＜ＤＣ＞日本債券インデックスファンド","ミツビシユーエフジェイディーシーニホンサイケンインデックスファンド","内国投資信託受益証券","5月12日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G03162","","三菱ＵＦＪ　＜ＤＣ＞外国株式インデックスファンド","ミツビシユーエフジェイディーシーガイコクカブシキインデックスファンド","内国投資信託受益証券","5月12日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
