ダウンロード実行日,2026年08月08日現在,件数,11376件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E09636","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","株式会社ツカサ・エンタープライズ","","カブシキガイシャツカサエンタープライズ","中野区東中野一丁目１３番２１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9011202011247"
"E09643","個人（組合発行者を除く）","","","0","","森　猛","","モリ　タケシ","","個人（組合発行者を除く）","",""
"E09652","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","栄紙業株式会社","","サカエシギョウカブシキガイシャ","中央区京橋１丁目１－９","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010001044765"
"E09660","個人（組合発行者を除く）","","","0","","佐藤　朋也","","サトウ　トモナリ","","個人（組合発行者を除く）","",""
"E09662","外国法人・組合（有価証券報告書等の提出義務者以外）","","","73","","オービス・インベストメント・マネジメント・リミテッド","","オービス　インベストメント　マネジメント　リミテッド","バミューダＨＭ１１ハミルトン、フロント・ストリート２５、オービス・ハウス","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E09666","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1200","","アムンディ・ジャパン株式会社","","アムンディジャパンカブシキガイシャ","東京都港区東新橋一丁目９番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010001062807"
"E09669","外国法人・組合（有価証券報告書等の提出義務者以外）","","","6568","","ドッチ・アンド・コックス","","ドッチアンドコックス","アメリカ合州国カリフォルニア州９４１０４、サンフランシスコ、カリフォルニア・ストリート５５５、４０階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E09675","内国法人・組合","非上場","無","200","2月末日","ジョイ開発有限会社","","ジョイカイハツユウゲンガイシャ","大分市萩原４丁目１１番２４号（ジョイ８５）","サービス業","","7320002003490"
"E09681","個人（組合発行者を除く）","","","","","澤田　秀雄","","サワダ　ヒデオ","","個人（組合発行者を除く）","",""
"E09691","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","ＳＢＩキャピタル株式会社","","エスビーアイキャピタルカブシキガイシャ","港区六本木一丁目６番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010401045051"
"E09698","個人（組合発行者を除く）","","","0","","竹内　惠司","","タケウチ　ケイジ","","個人（組合発行者を除く）","",""
"E09704","個人（組合発行者を除く）","","","","","小林　敏雄","","コバヤシ　トシオ","","個人（組合発行者を除く）","",""
"E09713","個人（組合発行者を除く）","","","","","塚田　正之","","ツカダ　マサユキ","","個人（組合発行者を除く）","",""
"E09715","内国法人・組合（有価証券報告書等の提出義務者以外）","","","15","","ウエルズ通商株式会社","","ウエルズツウショウカブシキカイシャ","大田区北馬込２丁目２８番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010801001267"
"E09728","個人（組合発行者を除く）","","","0","","鈴木崇英","","スズキタカヒデ","","個人（組合発行者を除く）","",""
"E09740","個人（組合発行者を除く）","","","0","","中村　吉孝","","ナカムラ　ヨシタカ","","個人（組合発行者を除く）","",""
"E09741","個人（組合発行者を除く）","","","","","後藤　隆司","","ゴトウ　タカシ","","個人（組合発行者を除く）","",""
"E09748","個人（組合発行者を除く）","","","","","堀口　智顕","","ホリグチ　トモアキ","","個人（組合発行者を除く）","",""
"E09753","内国法人・組合","上場","有","10703","3月31日","全国保証株式会社","ZENKOKU HOSHO Co.,Ltd","ゼンコクホショウカブシキカイシャ","千代田区大手町二丁目１番１号","その他金融業","71640","8010001008694"
"E09779","個人（組合発行者を除く）","","","0","","細江　美則","","ホソエ　ヨシノリ","","個人（組合発行者を除く）","",""
"E09800","内国法人・組合（有価証券報告書等の提出義務者以外）","","","200","","太陽鉱工株式会社","","タイヨウコウコウカブシキカイシャ","神戸市中央区磯辺通１丁目１番３９号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5140001009113"
"E09802","個人（組合発行者を除く）","","","0","","兼平　宏","","カネヒラ　ヒロシ","","個人（組合発行者を除く）","",""
"E09804","個人（組合発行者を除く）","","","0","","土井　春彦","","ドイ　ハルヒコ","","個人（組合発行者を除く）","",""
"E09806","個人（組合発行者を除く）","","","","","田村友一","","タムラユウイチ","","個人（組合発行者を除く）","",""
"E09807","個人（組合発行者を除く）","","","","","浦崎　雅博","","ウラサキ　マサヒロ","","個人（組合発行者を除く）","",""
"E09809","個人（組合発行者を除く）","","","0","","肥田　幸春","","ヒダ　ユキハル","","個人（組合発行者を除く）","",""
"E09810","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","オービス・インベストメント・マネジメント・（ガーンジー）・リミテッド","","オービス　インベストメント　マネジメント　ガーンジー　リミテッド","ガーンジー　ＧＹ１　１ＤＢ　セント・ピーター・ポート、ル・ボーデージ、チューダー・ハウス１階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E09814","個人（組合発行者を除く）","","","","","松岡信夫","","マツオカ　ノブオ","","個人（組合発行者を除く）","",""
"E09825","個人（組合発行者を除く）","","","0","","津吹　憲男","","ツブキ　タカオ","","個人（組合発行者を除く）","",""
"E09827","個人（組合発行者を除く）","","","0","","新井　隆二","","アライ　リュウジ","","個人（組合発行者を除く）","",""
"E09828","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","住吉食品有限会社","","スミヨシショクヒンユウゲンガイシャ","新潟市東区宝町１３番５号２","内国法人・組合（有価証券報告書等の提出義務者以外）","","1110002003484"
"E09852","個人（組合発行者を除く）","","","0","","遠藤　結蔵","","エンドウ　ユウゾウ","","個人（組合発行者を除く）","",""
"E09853","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","湊興産株式会社","","ミナト","堺市堺区三条通１－２","内国法人・組合（有価証券報告書等の提出義務者以外）","","2120101021311"
"E09860","内国法人・組合（有価証券報告書等の提出義務者以外）","","","94","","株式会社サンセイテクノス","","カブシキカイシャサンセイテクノス","大阪市淀川区西三国１－１－１","内国法人・組合（有価証券報告書等の提出義務者以外）","","5120001055489"
"E09862","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1226194","","ジェー・ピー・モルガン・セキュリティーズ・ピーエルシー","","ジェーピーモルガンセキュリティーズピーエルシー","英国、ロンドン　Ｅ１４　５ＪＰ　カナリー・ウォーフ、バンク・ストリート２５","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E09881","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1174","","プラチナム・インベストメント・マネージメント・リミテッド","","プラチナム　インベストメント　マネージメント　リミテッド","オーストラリア、ニューサウスウェールズ州２０００、シドニー・マッコーリー・プレイス７、８階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E09919","個人（非居住者）（組合発行者を除く）","","","0","","岩城　裕一","","イワキ　ユウイチ","","個人（非居住者）（組合発行者を除く）","",""
"E09925","個人（組合発行者を除く）","","","","","福村善光","","フクムラヨシミツ","","個人（組合発行者を除く）","",""
"E09948","個人（組合発行者を除く）","","","0","","野田勝憲","","ノダカツノリ","","個人（組合発行者を除く）","",""
"E09956","個人（組合発行者を除く）","","","","","谷　秋子","","タニ　アキコ","","個人（組合発行者を除く）","",""
"E09957","個人（組合発行者を除く）","","","","","二木　浩三","","フタギ　コウゾウ","","個人（組合発行者を除く）","",""
"E09958","個人（組合発行者を除く）","","","","","古川國久","","フルカワクニヒサ","","個人（組合発行者を除く）","",""
"E09974","個人（組合発行者を除く）","","","0","","浅山　忠彦","","アサヤマ　タダヒコ","","個人（組合発行者を除く）","",""
"E09977","個人（組合発行者を除く）","","","","","敷田　憲治","","シキタ　ケンジ","","個人（組合発行者を除く）","",""
"E09984","個人（組合発行者を除く）","","","0","","鶴見　哲","","ツルミ　サトル","","個人（組合発行者を除く）","",""
"E09985","個人（組合発行者を除く）","","","0","","高橋　武治","","タカハシ　タケハル","","個人（組合発行者を除く）","",""
"E09994","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5000","","上田八木短資株式会社","","ウエダヤギタンシカブシキガイシャ","大阪市中央区高麗橋二丁目４番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9120001077364"
"E09995","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5049","","りそなキャピタル株式会社","","リソナキャピタルカブシキガイシャ","中央区日本橋茅場町一丁目１０番５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010001036592"
"E10004","個人（組合発行者を除く）","","","0","","山崎　嘉忠","","ヤマサキ　ヨシタダ","","個人（組合発行者を除く）","",""
"E10007","個人（組合発行者を除く）","","","","","川本公夫","","カワモトキミオ","","個人（組合発行者を除く）","",""
"E10011","個人（組合発行者を除く）","","","","","生悦住　望","","イケズミ　ノゾム","","個人（組合発行者を除く）","",""
"E10028","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2000","","大東通商株式会社","","ダイトウツウショウカブシキカイシャ","新宿区市谷台町６番３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1011101062340"
"E10037","内国法人・組合（有価証券報告書等の提出義務者以外）","","","25","","有限会社佐々興産","","ユウゲンカイシャササコウサン","大阪市生野区勝山北１丁目１８番９号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1120002009539"
"E10052","個人（組合発行者を除く）","","","0","","小森　裕作","","コモリ　ユウサク","","個人（組合発行者を除く）","",""
"E10081","内国法人・組合（有価証券報告書等の提出義務者以外）","","","45","","カネエム工業株式会社","","カネエムコウギョウカブシキガイシャ","八尾市泉町１丁目９３","内国法人・組合（有価証券報告書等の提出義務者以外）","","9122001018109"
"E10085","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1000","","パインブリッジ・インベストメンツ株式会社","","パインブリッジインベストメンツカブシキガイシャ","千代田区大手町一丁目３番１号ＪＡビル","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010001011855"
"E10089","個人（組合発行者を除く）","","","","","大塚　隆一","","オオツカ　リュウイチ","","個人（組合発行者を除く）","",""
"E10093","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社巴ホールディングス","","ユウゲンガイシャトモエホールディングス","名古屋市天白区表山三丁目２４２６番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","4180002058107"
"E10099","個人（組合発行者を除く）","","","0","","山本　卓也","","ヤマモト　タクヤ","","個人（組合発行者を除く）","",""
"E10104","個人（組合発行者を除く）","","","","","藤田　博章","","フジタ　ヒロアキ","","個人（組合発行者を除く）","",""
"E10112","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","インダス・キャピタル・パートナーズ・エル・エル・シー","","インダスキャピタルパートナーズエルエルシー","米国、郵便番号１００１９、ニューヨーク州、ニューヨーク、ブロードウェイ１７００、３９階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E10121","個人（組合発行者を除く）","","","","","林　宗治","","ハヤシ　ムネハル","","個人（組合発行者を除く）","",""
"E10126","個人（組合発行者を除く）","","","","","石垣　靖子","","イシガキ　セイコ","","個人（組合発行者を除く）","",""
"E10152","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社キャピタルギャラリー","","カブシキガイシャキャピタルギャラリー","渋谷区南平台町９番１８号－３１１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1011001044975"
"E10164","個人（組合発行者を除く）","","","","","川嶋　真理","","カワシマ　マリ","","個人（組合発行者を除く）","",""
"E10173","個人（組合発行者を除く）","","","","","木下　守","","キノシタ　マモル","","個人（組合発行者を除く）","",""
"E10174","個人（組合発行者を除く）","","","","","木下　陽子","","キノシタ　ヨウコ","","個人（組合発行者を除く）","",""
"E10177","個人（組合発行者を除く）","","","0","","和井田　俶生","","ワイダ　ヒデオ","","個人（組合発行者を除く）","",""
"E10180","内国法人・組合（有価証券報告書等の提出義務者以外）","","","90","","株式会社ＳＩＭＰＬＥＸ","","カブシキガイシャシンプレクス","千代田区丸の内１－５－１　新丸の内ビルディング２７階","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001109934"
"E10181","個人（組合発行者を除く）","","","0","","和井田　光生","","ワイダ　ミツオ","","個人（組合発行者を除く）","",""
"E10184","個人（組合発行者を除く）","","","0","","玉井信光","","タマイノブミツ","","個人（組合発行者を除く）","",""
"E10189","個人（組合発行者を除く）","","","","","吉澤　信男","","ヨシザワ　ノブオ","","個人（組合発行者を除く）","",""
"E10197","個人（組合発行者を除く）","","","","","髙宮　東実","","タカミヤ　トウジツ","","個人（組合発行者を除く）","",""
"E10198","個人（組合発行者を除く）","","","","","髙宮　一雅","","タカミヤ　カズマサ","","個人（組合発行者を除く）","",""
"E10201","個人（組合発行者を除く）","","","0","","山田　敏行","","ヤマダ　トシユキ","","個人（組合発行者を除く）","",""
"E10202","個人（組合発行者を除く）","","","0","","伊藤範久","","イトウノリヒサ","","個人（組合発行者を除く）","",""
"E10203","個人（組合発行者を除く）","","","0","","権田　浩一","","ゴンダ　ヒロカズ","","個人（組合発行者を除く）","",""
"E10206","個人（組合発行者を除く）","","","","","畑　慎也","","ハタ　シンヤ","","個人（組合発行者を除く）","",""
"E10207","個人（組合発行者を除く）","","","","","西端　慶久","","ニシバタ　ヨシヒサ","","個人（組合発行者を除く）","",""
"E10215","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","丸田産業株式会社","","マルタサンギョウカブシキガイシャ","岡山市北区本町６番３６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7260001006328"
"E10227","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","ＳＢＩインベストメント株式会社","","エスビーアイインベストメントカブシキガイシャ","港区六本木一丁目６番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010401045023"
"E10232","個人（組合発行者を除く）","","","","","石川　秋彦","","イシカワ　アキヒコ","","個人（組合発行者を除く）","",""
"E10233","個人（組合発行者を除く）","","","","","加藤　義博","","カトウ　ヨシヒロ","","個人（組合発行者を除く）","",""
"E10235","個人（組合発行者を除く）","","","0","","中島　崇","","ナカジマ　タカシ","","個人（組合発行者を除く）","",""
"E10236","個人（組合発行者を除く）","","","","","中島　弘明","","ナカジマ　ヒロアキ","","個人（組合発行者を除く）","",""
"E10264","個人（組合発行者を除く）","","","0","","上田　祐司","","ウエダ　ユウジ","","個人（組合発行者を除く）","",""
"E10275","個人（組合発行者を除く）","","","","","小嶋　成夫","","コジマ　シゲオ","","個人（組合発行者を除く）","",""
"E10292","外国法人・組合（有価証券報告書等の提出義務者以外）","","","638","","バーガンディ・アセット・マネジメント・リミテッド","","バーガンディアセットマネジメントリミテッド","カナダ　Ｍ５Ｊ　２Ｔ３　オンタリオ、トロント、ベイ・ストリート１８１、ブルックフィールド・プレイス、スウィート４５１０","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E10296","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","小澤物産株式会社","","オザワブッサンカブシキガイシャ","品川区西五反田７丁目２４番５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010701002055"
"E10298","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","カレッジ・リタイアメント・エクイティーズ・ファンド","","カレッジリタイアメントエクイティーズファンド","米国ニューヨーク州１００１７、ニューヨーク市サード・アヴェニュー７３０","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E10300","個人（組合発行者を除く）","","","0","","渡邉　將人","","ワタナベ　マサト","","個人（組合発行者を除く）","",""
"E10301","個人（組合発行者を除く）","","","0","","太田　正志","","オオタ　マサシ","","個人（組合発行者を除く）","",""
"E10313","個人（組合発行者を除く）","","","","","和田　明男","","ワダ　アキオ","","個人（組合発行者を除く）","",""
"E10318","内国法人・組合（有価証券報告書等の提出義務者以外）","","","750","","株式会社辰巳商会","","カブシキカイシャタツミショウカイ","大阪市港区築港四丁目１番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2120001029347"
"E10337","個人（組合発行者を除く）","","","","","鈴木　洋","","スズキ　ヒロシ","","個人（組合発行者を除く）","",""
"E10347","内国法人・組合（有価証券報告書等の提出義務者以外）","","","98","","株式会社ジュンプランニング","","カブシキカイシャ　ジュンプランニング","越谷市南町２丁目２３番５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1030001038250"
"E10352","個人（組合発行者を除く）","","","","","鳴本　聡一郎","","ナルモト　ソウイチロウ","","個人（組合発行者を除く）","",""
"E10360","個人（組合発行者を除く）","","","","","榊原　暢宏","","サカキバラ　ノブヒロ","","個人（組合発行者を除く）","",""
"E10369","個人（組合発行者を除く）","","","","","辻本　治","","ツジモト　オサム","","個人（組合発行者を除く）","",""
"E10376","内国法人・組合（有価証券報告書等の提出義務者以外）","","","30","","株式会社トーテム","","カブシキガイシャトーテム","港区南青山７－８－４","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010401057879"
"E10383","個人（組合発行者を除く）","","","0","","正渡　康弘","","ショウド　ヤスヒロ","","個人（組合発行者を除く）","",""
"E10385","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社ビッグモーター","","カブシキガイシャビッグモーター","港区六本木６丁目１０番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9250001011590"
"E10387","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社神戸アート","","カブシキカイシャカンベアート","尾張旭市南本地ヶ原町３丁目８３番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","2180001079782"
"E10389","個人（組合発行者を除く）","","","0","","西郷　辰弘","","サイゴウ　タツヒロ","","個人（組合発行者を除く）","",""
"E10390","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","グローバル・ブレイン株式会社","","グローバルブレインカブシキガイシャ","渋谷区渋谷二丁目１７番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010401077766"
"E10411","個人（組合発行者を除く）","","","","","鈴木　一和雄","","スズキ　イワオ","","個人（組合発行者を除く）","",""
"E10423","個人（組合発行者を除く）","","","","","前島　達也","","マエシマ　タツヤ","","個人（組合発行者を除く）","",""
"E10439","内国法人・組合（有価証券報告書等の提出義務者以外）","","","200","","ピクテ・ジャパン株式会社","","ピクテジャパンカブシキカイシヤ","千代田区丸の内二丁目６番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001027269"
"E10443","個人（組合発行者を除く）","","","0","","若林　和芳","","ワカバヤシ　カズヨシ","","個人（組合発行者を除く）","",""
"E10449","内国法人・組合（有価証券報告書等の提出義務者以外）","","","26","","株式会社大谷製作所","","カブシキガイシャオオタニセイサクショ","燕市吉田下中野１４６２番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","2110001015736"
"E10476","内国法人・組合（有価証券報告書等の提出義務者以外）","","","80","","株式会社　広共","","カブシキガイシャ　ヒロキョウ","広島市中区本通９－３０","内国法人・組合（有価証券報告書等の提出義務者以外）","","3240001025408"
"E10479","個人（組合発行者を除く）","","","0","","信太　明","","シダ　アキラ","","個人（組合発行者を除く）","",""
"E10500","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","伊藤忠テクノロジーベンチャーズ株式会社","","イトウチュウテクノロジーベンチャーズカブシキカイシャ","港区北青山２丁目５番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010401041838"
"E10501","内国法人・組合（有価証券報告書等の提出義務者以外）","","","12","","大一殖産株式会社","","ダイイチショクサンカブシキガイシャ","中央区八丁堀３丁目２８番１４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010001048803"
"E10530","個人（組合発行者を除く）","","","0","","鈴木　幸一","","スズキ　コウイチ","","個人（組合発行者を除く）","",""
"E10535","内国法人・組合（有価証券報告書等の提出義務者以外）","","","450","","ＢＮＰパリバ・アセットマネジメント株式会社","","ビーエヌピーパリバアセットマネジメントカブシキガイシャ","千代田区丸の内一丁目９番１号グラントウキョウノースタワー","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010401061149"
"E10536","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人　岩谷直治記念財団","","コウエキザイダンホウジン　イワタニナオジキネンザイダン","千代田区内幸町二丁目２番３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010005018098"
"E10538","個人（組合発行者を除く）","","","","","舘本　勲武","","タチモト　イサタケ","","個人（組合発行者を除く）","",""
"E10541","個人（組合発行者を除く）","","","0","","岡本　泰彦","","オカモト　ヤスヒコ","","個人（組合発行者を除く）","",""
"E10542","内国法人・組合（有価証券報告書等の提出義務者以外）","","","335000","","ＮＴＴ東日本株式会社","","エヌティティヒガシニホンカブシキガイシャ","新宿区西新宿三丁目１９番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8011101028104"
"E10543","個人（組合発行者を除く）","","","0","","菊地　俊雄","","キクチ　トシオ","","個人（組合発行者を除く）","",""
"E10544","個人（組合発行者を除く）","","","0","","鈴木　美奈子","","スズキ　ミナコ","","個人（組合発行者を除く）","",""
"E10545","個人（組合発行者を除く）","","","0","","鈴木　映子","","スズキ　アキコ","","個人（組合発行者を除く）","",""
"E10546","個人（組合発行者を除く）","","","","","鈴木　節子","","スズキ　セツコ","","個人（組合発行者を除く）","",""
"E10550","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","協友商事株式会社","","キョウユウショウジカブシキカイシャ","船橋市本町７丁目５番１４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9040001017147"
"E10571","内国法人・組合（有価証券報告書等の提出義務者以外）","","","150","","株式会社栗林商会","","カブシキガイシヤクリバヤシシヨウカイ","室蘭市入江町１番地１９","内国法人・組合（有価証券報告書等の提出義務者以外）","","4430001056671"
"E10578","個人（組合発行者を除く）","","","0","","青山　満","","アオヤマ　ミツル","","個人（組合発行者を除く）","",""
"E10586","内国法人・組合（有価証券報告書等の提出義務者以外）","","","87","","有限会社　伊部","","ユウゲンガイシャ　イベ","港区東新橋一丁目１０番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010402022381"
"E10593","個人（組合発行者を除く）","","","0","","長嶋　貴之","","ナガシマ　タカユキ","","個人（組合発行者を除く）","",""
"E10601","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10616","","株式会社ジェーシービー","","カブシキガイシャジェーシービー","港区南青山５－１－２２","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010401050511"
"E10602","個人（組合発行者を除く）","","","0","","本郷秀之","","ホンゴウヒデユキ","","個人（組合発行者を除く）","",""
"E10603","個人（組合発行者を除く）","","","0","","杉本　宏之","","スギモト　ヒロユキ","","個人（組合発行者を除く）","",""
"E10614","個人（組合発行者を除く）","","","","","金光　俊明","","カネミツ　トシアキ","","個人（組合発行者を除く）","",""
"E10646","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","盛田エンタプライズ株式会社","","モリタエンタプライズカブシキガイシャ","名古屋市中区栄１－７－３４","内国法人・組合（有価証券報告書等の提出義務者以外）","","1180001034144"
"E10657","内国法人・組合","非上場","有","1612","2月末日","マックスバリュ九州株式会社","MAXVALU KYUSHU CO., LTD.","マックスバリュキュウシュウカブシキガイシャ","福岡市博多区大井２丁目３－１","小売業","","4290001022069"
"E10670","内国法人・組合（有価証券報告書等の提出義務者以外）","","","370","","シンプレクス・アセット・マネジメント株式会社","","シンプレクスアセットマネジメントカブシキカイシャ","千代田区丸の内１―５―１","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010001066608"
"E10671","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","寺浦興産株式会社","","テラウラコウサンカブシキカイシャ","宝塚市栄町１丁目１２番２８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4140001081798"
"E10675","個人（組合発行者を除く）","","","","","折田　譲治","","オリタ　ジョウジ","","個人（組合発行者を除く）","",""
"E10677","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2000","","アセットマネジメントＯｎｅ株式会社","","アセットマネジメントワンカブシキカイシャ","千代田区丸の内一丁目８番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010001021473"
"E10678","個人（組合発行者を除く）","","","0","","日比野　晃久","","ヒビノ　テルヒサ","","個人（組合発行者を除く）","",""
"E10687","個人（組合発行者を除く）","","","0","","山西　みき子","","ヤマニシ　ミキコ","","個人（組合発行者を除く）","",""
"E10694","個人（組合発行者を除く）","","","","","内藤　裕紀","","ナイトウ　ユウキ","","個人（組合発行者を除く）","",""
"E10709","個人（組合発行者を除く）","","","","","粟田　貴也","","アワタ　タカヤ","","個人（組合発行者を除く）","",""
"E10717","内国法人・組合（有価証券報告書等の提出義務者以外）","","","53","","株式会社小松安弘興産","","カブシキガイシャコマツヤスヒロコウサン","港区麻布台二丁目１番２号－１０２","内国法人・組合（有価証券報告書等の提出義務者以外）","","3010401067618"
"E10725","個人（組合発行者を除く）","","","","","上田　満弘","","ウエダ　ミツヒロ","","個人（組合発行者を除く）","",""
"E10734","個人（組合発行者を除く）","","","0","","青木　保外志","","アオキ　ヤストシ","","個人（組合発行者を除く）","",""
"E10737","内国法人・組合","上場","無","16749","5月20日","株式会社クスリのアオキホールディングス","KUSURI NO AOKI HOLDINGS CO., LTD.","カブシキガイシャクスリノアオキホールディングス","白山市松本町２５１２番地","小売業","35490","9220002009323"
"E10741","個人（組合発行者を除く）","","","","","山岡　正","","ヤマオカ　タダシ","","個人（組合発行者を除く）","",""
"E10744","内国法人・組合（有価証券報告書等の提出義務者以外）","","","360","","株式会社泉興産","","カブシキカイシャイズミコウサン","中央区月島４－１６－１３","内国法人・組合（有価証券報告書等の提出義務者以外）","","5080101012584"
"E10747","個人（組合発行者を除く）","","","","","高橋敬一","","タカハシケイイチ","","個人（組合発行者を除く）","",""
"E10750","個人（組合発行者を除く）","","","0","","山下　尚登","","ヤマシタ　ナオト","","個人（組合発行者を除く）","",""
"E10767","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","大阪市","","オオサカシ","大阪市北区中之島１丁目３番２０号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6000020271004"
"E10782","個人（組合発行者を除く）","","","","","川路　耕一","","カワジ　コウイチ","","個人（組合発行者を除く）","",""
"E10795","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社キャピタル・マネジメント","","ユウゲンガイシャキャピタルマネジメント","港区南麻布１－２７－２２－２０１","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010402035726"
"E10799","個人（組合発行者を除く）","","","","","林　英一","","ハヤシ　エイイチ","","個人（組合発行者を除く）","",""
"E10802","内国法人・組合","非上場","無","62149","3月末日","モルガン・スタンレーＭＵＦＧ証券株式会社","","モルガンスタンレーエムユーエフジーショウケンカブシキガイシャ","千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー","証券、商品先物取引業","","2011001046046"
"E10807","個人（組合発行者を除く）","","","0","","加藤　博敏","","カトウ　ヒロトシ","","個人（組合発行者を除く）","",""
"E10813","個人（組合発行者を除く）","","","0","","中野　敏光","","ナカノ　トシミツ","","個人（組合発行者を除く）","",""
"E10840","個人（組合発行者を除く）","","","","","塩井　辰男","","シオイ　タツオ","","個人（組合発行者を除く）","",""
"E10850","外国法人・組合（有価証券報告書等の提出義務者以外）","","","180","","コロンビア・ワンガー・アセット・マネジメント・エルエルシー","","コロンビアワンガーアセットマネジメントエルエルシー","アメリカ合衆国６０６０６－４６３７イリノイ州シカゴ市サウス・ワッカー・ドライブ７１スイート２５００","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E10862","個人（組合発行者を除く）","","","0","","藤本　彰","","フジモト　アキラ","","個人（組合発行者を除く）","",""
"E10867","個人（組合発行者を除く）","","","0","","松田　芳久","","マツダ　ヨシヒサ","","個人（組合発行者を除く）","",""
"E10868","個人（組合発行者を除く）","","","","","髙松　喜与志","","タカマツ　キヨシ","","個人（組合発行者を除く）","",""
